e4a5956\t2026-02-16 11:31:06 +0900\tci: reschedule weekly run to 01:00 KST and enforce auto-merge guard (#7)
56185de\t2026-02-16 02:33:08 +0000\tchore(content): generate weekly draft (#6)
d4ff256\t2026-02-16 12:31:23 +0900\tci: harden workflows and stabilize branch strategy (#9)
a9f6b54\t2026-02-16 12:42:44 +0900\tfeat: add safe dry-run mode for workflow dispatch (#10)
0000c02\t2026-02-16 13:05:56 +0900\tci: route topic updates through PR to satisfy branch protection (#11)
deb3331\t2026-02-16 13:08:02 +0900\tci: set GH_TOKEN for gh CLI in weekly workflow (#12)
0cd5b64\t2026-02-16 13:11:25 +0900\tci: run pr-sanity on topic/draft branch pushes (#14)
9e421b0\t2026-02-16 04:12:10 +0000\t🧭 Weekly Topic Queue: 2026-02-16 (#13)
69d2b34\t2026-02-16 13:17:08 +0900\tci: default workflow dispatch to dry-run mode (#15)
763e4a8\t2026-02-16 13:21:15 +0900\tci: auto-delete topic and draft branches after merge (#16)
63894de\t2026-02-16 13:25:39 +0900\tfix(ci): trigger pr-sanity for bot-created weekly PRs (#18)
267c158\t2026-02-16 13:29:14 +0900\tchore(topic): weekly topic selection (#19)
1cbe3ec\t2026-02-16 13:31:14 +0900\tfix(ci): publish required pr-sanity status for bot PRs (#20)
168f315\t2026-02-16 13:31:56 +0900\tchore(topic): weekly topic selection (#21)
3892ee5\t2026-02-16 13:40:30 +0900\tfix(publisher): enforce channel routing and dry-run safety (#22)
b3e681c\t2026-02-16 13:47:02 +0900\ttest(ci): add routing regression suite and enforce PR gate (#23)
17fbcf2\t2026-02-16 13:53:03 +0900\tfix(hashnode): prevent duplicate posts with title lookup (#24)
4f27ac5\t2026-02-16 13:55:30 +0900\tfix(hashnode): fail closed when duplicate check cannot run (#25)
2d35f76\t2026-02-16 13:59:54 +0900\tdocs: align workflow docs with multi-channel automation (#26)
72c274b\t2026-02-16 14:03:54 +0900\ttest: add naver export regression coverage (#27)
a43338a\t2026-02-16 14:08:26 +0900\trefactor: centralize platform routing and validate overrides (#28)
6f96643\t2026-02-16 14:13:18 +0900\tfix: make quality gate language and profile aware (#29)
